Age,Workclass,Education,Marital-status,Occupation,Relationship,Race,Gender,Hours-per-week,Native-country,Income,Encoded_Salary
24,Private,Bachelor's Degree,Never-married,Exec-managerial,Not-in-family,White,Male,40,United-States,<=50K,0
51,Self-emp-inc,Bachelor's Degree,Married-civ-spouse,Exec-managerial,Wife,Asian-Pac-Islander,Female,35,Taiwan,<=50K,0
44,Private,Bachelor's Degree,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,United-States,>50K,1
18,Private,Less than Bachelor's,Never-married,Adm-clerical,Own-child,White,Male,12,United-States,<=50K,0
54,Federal-gov,Less than Bachelor's,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,>50K,1
61,Private,Less than Bachelor's,Divorced,Adm-clerical,Not-in-family,White,Female,40,United-States,<=50K,0
51,Private,Bachelor's Degree,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,United-States,>50K,1
43,Private,Less than Bachelor's,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,<=50K,0
51,Private,Less than Bachelor's,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K,0
50,Local-gov,Less than Bachelor's,Married-civ-spouse,Exec-managerial,Wife,Black,Female,40,United-States,>50K,1
24,Private,Less than Bachelor's,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,30,United-States,<=50K,0
20,State-gov,Less than Bachelor's,Married-civ-spouse,Other-service,Husband,White,Male,20,United-States,<=50K,0
52,Private,Bachelor's Degree,Divorced,Exec-managerial,Not-in-family,White,Male,40,United-States,>50K,1
57,Local-gov,Less than Bachelor's,Divorced,Other-service,Not-in-family,White,Male,40,United-States,<=50K,0
49,Self-emp-inc,Less than Bachelor's,Married-civ-spouse,Sales,Husband,White,Male,60,United-States,<=50K,0
22,Private,Less than Bachelor's,Never-married,Sales,Not-in-family,White,Female,40,United-States,<=50K,0
38,Private,Less than Bachelor's,Married-civ-spouse,Tech-support,Husband,White,Male,40,United-States,>50K,1
21,Private,Less than Bachelor's,Never-married,Sales,Own-child,White,Female,20,United-States,<=50K,0
39,Federal-gov,Bachelor's Degree,Married-civ-spouse,Protective-serv,Husband,White,Male,60,United-States,>50K,1
52,Self-emp-not-inc,Less than Bachelor's,Never-married,Prof-specialty,Own-child,White,Female,35,United-States,<=50K,0
25,Private,Less than Bachelor's,Never-married,Tech-support,Own-child,White,Female,40,United-States,<=50K,0
50,Private,Less than Bachelor's,Married-spouse-absent,Other-service,Not-in-family,White,Female,40,Cuba,<=50K,0
35,State-gov,Less than Bachelor's,Married-civ-spouse,Exec-managerial,Husband,White,Male,80,United-States,<=50K,0
50,Private,Bachelor's Degree,Separated,Prof-specialty,Unmarried,White,Female,40,United-States,<=50K,0
58,Private,Less than Bachelor's,Married-civ-spouse,Craft-repair,Husband,White,Male,25,United-States,<=50K,0
48,Federal-gov,Bachelor's Degree,Divorced,Exec-managerial,Not-in-family,White,Male,45,United-States,<=50K,0
30,Private,Less than Bachelor's,Divorced,Adm-clerical,Not-in-family,White,Female,35,Canada,<=50K,0
18,Private,Less than Bachelor's,Never-married,Handlers-cleaners,Own-child,White,Male,12,United-States,<=50K,0
29,Self-emp-not-inc,Less than Bachelor's,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K,0
52,Self-emp-not-inc,Less than Bachelor's,Married-civ-spouse,Sales,Husband,White,Male,45,United-States,<=50K,0
63,Private,Less than Bachelor's,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,<=50K,0
36,Local-gov,Master's Degree,Married-civ-spouse,Prof-specialty,Wife,White,Female,40,United-States,>50K,1
24,Private,Less than Bachelor's,Never-married,Machine-op-inspct,Own-child,White,Female,42,United-States,<=50K,0
30,Local-gov,Less than Bachelor's,Never-married,Protective-serv,Not-in-family,Black,Male,40,United-States,<=50K,0
23,Private,Less than Bachelor's,Married-civ-spouse,Machine-op-inspct,Husband,Other,Male,40,Mexico,<=50K,0
21,Private,Bachelor's Degree,Never-married,Other-service,Own-child,White,Female,20,United-States,<=50K,0
28,Private,Less than Bachelor's,Never-married,Craft-repair,Not-in-family,White,Male,43,Mexico,<=50K,0
20,Private,Less than Bachelor's,Never-married,Adm-clerical,Own-child,White,Male,40,United-States,<=50K,0
18,Private,Less than Bachelor's,Never-married,Other-service,Own-child,White,Male,20,Scotland,<=50K,0
21,Private,Less than Bachelor's,Never-married,Adm-clerical,Own-child,White,Female,15,United-States,<=50K,0
27,Private,Less than Bachelor's,Never-married,Craft-repair,Not-in-family,White,Male,40,United-States,<=50K,0
42,Private,Less than Bachelor's,Divorced,Tech-support,Not-in-family,White,Female,40,United-States,<=50K,0
21,Private,Less than Bachelor's,Never-married,Other-service,Own-child,White,Female,30,United-States,<=50K,0
51,Private,Less than Bachelor's,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,>50K,1
27,Federal-gov,Bachelor's Degree,Never-married,Adm-clerical,Not-in-family,White,Female,40,United-States,<=50K,0
23,Self-emp-not-inc,Less than Bachelor's,Never-married,Transport-moving,Own-child,White,Male,40,United-States,<=50K,0
57,Private,Less than Bachelor's,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,>50K,1
22,State-gov,Bachelor's Degree,Never-married,Prof-specialty,Own-child,White,Female,12,United-States,<=50K,0
59,Private,Less than Bachelor's,Married-civ-spouse,Transport-moving,Husband,White,Male,60,United-States,>50K,1
38,Private,Less than Bachelor's,Divorced,Transport-moving,Not-in-family,White,Male,40,United-States,<=50K,0
20,Private,Less than Bachelor's,Never-married,Transport-moving,Other-relative,White,Male,40,United-States,<=50K,0
90,Private,Less than Bachelor's,Never-married,Adm-clerical,Not-in-family,White,Female,40,United-States,<=50K,0
35,Private,Bachelor's Degree,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,<=50K,0
50,Private,Less than Bachelor's,Married-civ-spouse,Protective-serv,Husband,White,Male,38,United-States,>50K,1
45,Private,Doctorate Degree,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,United-States,>50K,1
44,Private,Master's Degree,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,>50K,1
23,Private,Less than Bachelor's,Never-married,Prof-specialty,Own-child,White,Male,40,United-States,<=50K,0
34,Private,Less than Bachelor's,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40,Mexico,<=50K,0
23,Self-emp-inc,Bachelor's Degree,Divorced,Sales,Not-in-family,White,Female,43,United-States,<=50K,0
39,State-gov,Less than Bachelor's,Married-civ-spouse,Protective-serv,Husband,White,Male,40,United-States,<=50K,0
19,Private,Less than Bachelor's,Never-married,Handlers-cleaners,Not-in-family,White,Male,55,United-States,<=50K,0
54,Private,Less than Bachelor's,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,>50K,1
40,Private,Master's Degree,Divorced,Prof-specialty,Not-in-family,White,Male,43,United-States,<=50K,0
44,Private,Less than Bachelor's,Never-married,Sales,Own-child,White,Male,50,United-States,<=50K,0
31,Self-emp-inc,Less than Bachelor's,Married-civ-spouse,Adm-clerical,Wife,White,Female,20,United-States,>50K,1
25,Private,Less than Bachelor's,Separated,Handlers-cleaners,Other-relative,White,Male,40,El-Salvador,<=50K,0
33,Private,Bachelor's Degree,Married-civ-spouse,Exec-managerial,Wife,White,Female,32,United-States,>50K,1
32,Private,Less than Bachelor's,Never-married,Transport-moving,Not-in-family,White,Male,60,United-States,<=50K,0
36,Private,Less than Bachelor's,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,<=50K,0
47,Self-emp-not-inc,Less than Bachelor's,Married-civ-spouse,Prof-specialty,Husband,Other,Male,55,United-States,>50K,1
80,Private,Master's Degree,Widowed,Prof-specialty,Not-in-family,White,Female,10,United-States,<=50K,0
21,Private,Less than Bachelor's,Never-married,Sales,Own-child,White,Female,8,United-States,<=50K,0
35,Self-emp-not-inc,Less than Bachelor's,Married-civ-spouse,Farming-fishing,Husband,White,Male,60,United-States,<=50K,0
30,Private,Less than Bachelor's,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,<=50K,0
49,Private,Less than Bachelor's,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40,United-States,<=50K,0
33,Private,Less than Bachelor's,Married-civ-spouse,Adm-clerical,Wife,White,Female,25,United-States,<=50K,0
53,Self-emp-not-inc,Less than Bachelor's,Married-civ-spouse,Farming-fishing,Husband,White,Male,45,United-States,<=50K,0
41,Private,Less than Bachelor's,Divorced,Handlers-cleaners,Unmarried,White,Male,55,United-States,<=50K,0
57,Private,Bachelor's Degree,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,Poland,>50K,1
19,Private,Less than Bachelor's,Never-married,Other-service,Own-child,White,Female,40,United-States,<=50K,0
28,Private,Bachelor's Degree,Never-married,Exec-managerial,Own-child,White,Female,45,United-States,<=50K,0
42,Federal-gov,Master's Degree,Divorced,Adm-clerical,Not-in-family,White,Male,60,United-States,<=50K,0
29,Self-emp-not-inc,Less than Bachelor's,Married-civ-spouse,Farming-fishing,Husband,White,Male,55,United-States,<=50K,0
26,Private,Less than Bachelor's,Never-married,Other-service,Own-child,White,Male,20,United-States,<=50K,0
40,Private,Less than Bachelor's,Divorced,Exec-managerial,Not-in-family,White,Female,40,United-States,<=50K,0
36,Self-emp-not-inc,Doctorate Degree,Never-married,Prof-specialty,Not-in-family,White,Male,40,United-States,>50K,1
28,Private,Less than Bachelor's,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,<=50K,0
25,Self-emp-not-inc,Bachelor's Degree,Never-married,Adm-clerical,Not-in-family,Black,Female,20,United-States,<=50K,0
42,Self-emp-not-inc,Less than Bachelor's,Married-civ-spouse,Farming-fishing,Husband,White,Male,60,United-States,<=50K,0
32,Private,Less than Bachelor's,Never-married,Craft-repair,Own-child,White,Male,40,United-States,<=50K,0
32,Private,Less than Bachelor's,Never-married,Adm-clerical,Own-child,White,Male,30,United-States,<=50K,0
37,Private,Less than Bachelor's,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K,0
39,Local-gov,Less than Bachelor's,Married-civ-spouse,Protective-serv,Husband,White,Male,56,United-States,<=50K,0
49,Private,Bachelor's Degree,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K,0
19,Private,Less than Bachelor's,Never-married,Sales,Not-in-family,White,Female,40,United-States,<=50K,0
31,Private,Less than Bachelor's,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,<=50K,0
40,Private,Less than Bachelor's,Divorced,Machine-op-inspct,Not-in-family,White,Female,40,United-States,<=50K,0
29,Private,Less than Bachelor's,Never-married,Handlers-cleaners,Own-child,White,Male,30,Mexico,<=50K,0
59,Private,Less than Bachelor's,Married-civ-spouse,Farming-fishing,Husband,White,Male,48,United-States,<=50K,0
52,Private,Less than Bachelor's,Married-civ-spouse,Protective-serv,Husband,White,Male,40,United-States,>50K,1
27,Private,Bachelor's Degree,Never-married,Exec-managerial,Own-child,White,Male,40,United-States,<=50K,0
45,Local-gov,Bachelor's Degree,Married-civ-spouse,Prof-specialty,Husband,White,Male,45,United-States,>50K,1
58,Private,Bachelor's Degree,Married-civ-spouse,Other-service,Husband,Asian-Pac-Islander,Male,40,South,<=50K,0
53,Private,Bachelor's Degree,Never-married,Exec-managerial,Own-child,White,Male,40,Cuba,<=50K,0
23,Private,Less than Bachelor's,Never-married,Handlers-cleaners,Own-child,White,Male,25,United-States,<=50K,0
35,Private,Less than Bachelor's,Divorced,Handlers-cleaners,Other-relative,White,Male,40,United-States,<=50K,0
49,Private,Less than Bachelor's,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,<=50K,0
49,Private,Less than Bachelor's,Divorced,Exec-managerial,Not-in-family,White,Female,40,United-States,<=50K,0
25,Private,Less than Bachelor's,Never-married,Craft-repair,Not-in-family,White,Male,40,United-States,<=50K,0
47,Private,Master's Degree,Divorced,Prof-specialty,Unmarried,White,Female,50,United-States,>50K,1
28,Private,Less than Bachelor's,Divorced,Adm-clerical,Not-in-family,White,Female,40,United-States,<=50K,0
20,Private,Less than Bachelor's,Never-married,Exec-managerial,Not-in-family,White,Female,30,United-States,<=50K,0
19,Private,Less than Bachelor's,Never-married,Machine-op-inspct,Own-child,White,Male,24,United-States,<=50K,0
28,Private,Less than Bachelor's,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,<=50K,0
31,Private,Less than Bachelor's,Divorced,Adm-clerical,Unmarried,Black,Female,40,United-States,<=50K,0
30,Private,Bachelor's Degree,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,53,United-States,<=50K,0
23,Private,Bachelor's Degree,Never-married,Other-service,Own-child,White,Male,40,United-States,<=50K,0
25,Private,Bachelor's Degree,Married-civ-spouse,Exec-managerial,Wife,White,Female,30,United-States,>50K,1
19,Private,Less than Bachelor's,Never-married,Other-service,Own-child,White,Male,30,United-States,<=50K,0
30,Private,Master's Degree,Never-married,Prof-specialty,Not-in-family,White,Male,45,United-States,>50K,1
26,Private,Less than Bachelor's,Never-married,Craft-repair,Own-child,White,Male,35,United-States,<=50K,0
34,Local-gov,Less than Bachelor's,Married-civ-spouse,Transport-moving,Husband,White,Male,45,United-States,<=50K,0
49,Private,Bachelor's Degree,Divorced,Exec-managerial,Unmarried,Black,Female,40,United-States,<=50K,0
35,Private,Less than Bachelor's,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40,United-States,<=50K,0
38,Private,Less than Bachelor's,Never-married,Sales,Own-child,White,Female,40,United-States,<=50K,0
36,Private,Less than Bachelor's,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,20,United-States,<=50K,0
33,Private,Less than Bachelor's,Married-civ-spouse,Prof-specialty,Husband,Amer-Indian-Eskimo,Male,48,United-States,>50K,1
54,Private,Less than Bachelor's,Never-married,Other-service,Not-in-family,White,Female,40,United-States,<=50K,0
19,Local-gov,Less than Bachelor's,Never-married,Craft-repair,Own-child,White,Male,40,United-States,<=50K,0
60,Private,Less than Bachelor's,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K,0
28,Self-emp-not-inc,Less than Bachelor's,Never-married,Craft-repair,Own-child,White,Male,40,United-States,<=50K,0
43,Self-emp-not-inc,Less than Bachelor's,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,<=50K,0
49,Local-gov,Less than Bachelor's,Married-civ-spouse,Other-service,Husband,White,Male,40,United-States,<=50K,0
25,Private,Bachelor's Degree,Never-married,Prof-specialty,Own-child,White,Male,70,United-States,<=50K,0
17,Private,Less than Bachelor's,Never-married,Sales,Own-child,White,Male,20,United-States,<=50K,0
41,Self-emp-inc,Bachelor's Degree,Married-civ-spouse,Sales,Husband,White,Male,60,United-States,>50K,1
30,Private,Less than Bachelor's,Married-civ-spouse,Transport-moving,Husband,Black,Male,35,United-States,<=50K,0
90,Local-gov,Master's Degree,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,United-States,>50K,1
25,Private,Less than Bachelor's,Never-married,Protective-serv,Other-relative,White,Male,40,United-States,<=50K,0
27,Private,Bachelor's Degree,Married-civ-spouse,Sales,Husband,White,Male,35,United-States,<=50K,0
29,Private,Less than Bachelor's,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K,0
31,Federal-gov,Bachelor's Degree,Never-married,Exec-managerial,Not-in-family,Black,Female,40,United-States,<=50K,0
43,Private,Bachelor's Degree,Married-civ-spouse,Craft-repair,Husband,White,Male,99,United-States,<=50K,0
63,Private,Master's Degree,Separated,Prof-specialty,Not-in-family,White,Female,40,United-States,>50K,1
46,Private,Less than Bachelor's,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,<=50K,0
59,Private,Less than Bachelor's,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,<=50K,0
42,Private,Bachelor's Degree,Married-civ-spouse,Exec-managerial,Wife,Black,Female,50,United-States,>50K,1
26,Private,Bachelor's Degree,Never-married,Adm-clerical,Not-in-family,White,Female,20,United-States,<=50K,0
26,Private,Less than Bachelor's,Married-civ-spouse,Sales,Husband,White,Male,45,United-States,<=50K,0
61,Private,Less than Bachelor's,Divorced,Handlers-cleaners,Not-in-family,White,Male,40,Puerto-Rico,>50K,1
23,State-gov,Less than Bachelor's,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,<=50K,0
24,Private,Less than Bachelor's,Married-civ-spouse,Adm-clerical,Wife,White,Female,40,United-States,<=50K,0
35,Private,Bachelor's Degree,Divorced,Tech-support,Unmarried,White,Male,40,Germany,>50K,1
42,Self-emp-not-inc,Less than Bachelor's,Married-civ-spouse,Sales,Husband,White,Male,12,United-States,<=50K,0
31,Private,Less than Bachelor's,Divorced,Other-service,Unmarried,White,Female,21,United-States,<=50K,0
31,Private,Less than Bachelor's,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,55,United-States,<=50K,0
63,Private,Bachelor's Degree,Widowed,Adm-clerical,Not-in-family,White,Female,25,United-States,<=50K,0
29,State-gov,Bachelor's Degree,Never-married,Tech-support,Not-in-family,White,Female,64,United-States,<=50K,0
43,State-gov,Bachelor's Degree,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,<=50K,0
22,Private,Bachelor's Degree,Never-married,Adm-clerical,Not-in-family,Asian-Pac-Islander,Female,10,Vietnam,<=50K,0
17,Private,Less than Bachelor's,Never-married,Other-service,Own-child,White,Male,25,United-States,<=50K,0
23,Self-emp-not-inc,Bachelor's Degree,Never-married,Adm-clerical,Own-child,White,Male,40,United-States,>50K,1
35,Private,Less than Bachelor's,Divorced,Craft-repair,Not-in-family,White,Male,45,United-States,<=50K,0
32,Private,Less than Bachelor's,Divorced,Other-service,Unmarried,Other,Female,28,United-States,<=50K,0
50,Self-emp-inc,Bachelor's Degree,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,United-States,>50K,1
26,Local-gov,Master's Degree,Married-spouse-absent,Prof-specialty,Not-in-family,White,Female,40,United-States,<=50K,0
32,Private,Bachelor's Degree,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,<=50K,0
29,Private,Bachelor's Degree,Married-civ-spouse,Craft-repair,Husband,White,Male,50,United-States,<=50K,0
57,Private,Less than Bachelor's,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,>50K,1
90,Private,Master's Degree,Never-married,Exec-managerial,Not-in-family,Black,Male,50,United-States,>50K,1
35,Private,Bachelor's Degree,Divorced,Prof-specialty,Unmarried,White,Female,40,United-States,>50K,1
31,Self-emp-not-inc,Less than Bachelor's,Married-civ-spouse,Sales,Husband,Black,Male,60,United-States,>50K,1
60,Private,Less than Bachelor's,Divorced,Sales,Not-in-family,White,Female,33,United-States,<=50K,0
21,Private,Bachelor's Degree,Married-civ-spouse,Adm-clerical,Other-relative,White,Female,40,United-States,<=50K,0
71,Local-gov,Master's Degree,Widowed,Prof-specialty,Not-in-family,White,Female,40,United-States,<=50K,0
22,Private,Bachelor's Degree,Never-married,Other-service,Own-child,White,Male,30,United-States,<=50K,0
50,Local-gov,Less than Bachelor's,Divorced,Adm-clerical,Not-in-family,White,Female,40,United-States,<=50K,0
37,Private,Less than Bachelor's,Married-civ-spouse,Sales,Husband,White,Male,45,United-States,>50K,1
23,Private,Less than Bachelor's,Never-married,Adm-clerical,Own-child,Asian-Pac-Islander,Female,40,Vietnam,<=50K,0
74,Private,Less than Bachelor's,Married-civ-spouse,Other-service,Husband,White,Male,30,United-States,<=50K,0
67,Private,Less than Bachelor's,Married-civ-spouse,Sales,Husband,White,Male,70,United-States,<=50K,0
59,Private,Less than Bachelor's,Married-civ-spouse,Craft-repair,Husband,White,Male,43,United-States,>50K,1
28,Private,Less than Bachelor's,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,<=50K,0
45,Private,Less than Bachelor's,Married-civ-spouse,Farming-fishing,Husband,Amer-Indian-Eskimo,Male,40,United-States,<=50K,0
63,Self-emp-not-inc,Less than Bachelor's,Married-civ-spouse,Farming-fishing,Husband,White,Male,20,United-States,<=50K,0
39,Private,Bachelor's Degree,Never-married,Prof-specialty,Not-in-family,White,Female,63,United-States,<=50K,0
33,State-gov,Less than Bachelor's,Divorced,Other-service,Unmarried,Black,Female,40,United-States,<=50K,0
32,Private,Bachelor's Degree,Never-married,Other-service,Not-in-family,Asian-Pac-Islander,Male,40,South,<=50K,0
34,Private,Bachelor's Degree,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,United-States,>50K,1
39,Private,Less than Bachelor's,Never-married,Handlers-cleaners,Other-relative,White,Male,40,United-States,<=50K,0
29,State-gov,Master's Degree,Married-civ-spouse,Adm-clerical,Husband,White,Male,36,United-States,<=50K,0
22,Private,Less than Bachelor's,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,<=50K,0
53,Private,Bachelor's Degree,Divorced,Sales,Not-in-family,White,Female,43,United-States,>50K,1
46,Private,Bachelor's Degree,Married-civ-spouse,Craft-repair,Husband,White,Male,42,United-States,<=50K,0
51,Private,Less than Bachelor's,Married-civ-spouse,Other-service,Wife,White,Female,40,United-States,>50K,1
44,Private,Master's Degree,Divorced,Prof-specialty,Not-in-family,White,Female,99,United-States,<=50K,0
56,State-gov,Less than Bachelor's,Divorced,Adm-clerical,Not-in-family,White,Female,40,United-States,<=50K,0
27,Private,Bachelor's Degree,Never-married,Adm-clerical,Own-child,Black,Female,40,United-States,<=50K,0
52,Private,Less than Bachelor's,Married-spouse-absent,Machine-op-inspct,Not-in-family,Asian-Pac-Islander,Female,30,China,<=50K,0
39,Private,Bachelor's Degree,Never-married,Prof-specialty,Not-in-family,White,Male,40,United-States,>50K,1
45,Federal-gov,Less than Bachelor's,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,>50K,1
37,Private,Less than Bachelor's,Married-civ-spouse,Craft-repair,Husband,White,Male,45,United-States,<=50K,0
33,Private,Less than Bachelor's,Divorced,Adm-clerical,Own-child,White,Male,40,United-States,<=50K,0
46,Private,Less than Bachelor's,Married-civ-spouse,Craft-repair,Wife,White,Female,45,Italy,<=50K,0
35,Private,Less than Bachelor's,Married-civ-spouse,Craft-repair,Wife,White,Female,50,United-States,<=50K,0
33,Private,Less than Bachelor's,Married-civ-spouse,Exec-managerial,Husband,Black,Male,50,United-States,<=50K,0
48,Private,Bachelor's Degree,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,<=50K,0
32,Private,Less than Bachelor's,Divorced,Machine-op-inspct,Own-child,White,Male,50,United-States,<=50K,0
20,Private,Less than Bachelor's,Never-married,Other-service,Own-child,White,Female,32,United-States,<=50K,0
35,Private,Less than Bachelor's,Never-married,Transport-moving,Own-child,Asian-Pac-Islander,Male,60,United-States,<=50K,0
19,Private,Less than Bachelor's,Never-married,Handlers-cleaners,Own-child,White,Female,25,United-States,<=50K,0
56,Private,Less than Bachelor's,Separated,Machine-op-inspct,Not-in-family,White,Female,40,United-States,<=50K,0
28,Private,Bachelor's Degree,Never-married,Adm-clerical,Own-child,White,Female,16,El-Salvador,<=50K,0
45,Private,Less than Bachelor's,Divorced,Craft-repair,Unmarried,White,Female,40,United-States,<=50K,0
32,Private,Bachelor's Degree,Married-civ-spouse,Adm-clerical,Wife,White,Female,45,United-States,<=50K,0
44,Private,Bachelor's Degree,Married-civ-spouse,Craft-repair,Husband,White,Male,12,United-States,<=50K,0
55,Private,Less than Bachelor's,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,>50K,1
34,Private,Less than Bachelor's,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States,>50K,1
33,Private,Master's Degree,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,>50K,1
36,Private,Bachelor's Degree,Never-married,Exec-managerial,Own-child,White,Male,55,United-States,<=50K,0
25,Private,Less than Bachelor's,Never-married,Adm-clerical,Own-child,White,Female,40,United-States,<=50K,0
28,Private,Bachelor's Degree,Never-married,Sales,Not-in-family,White,Male,40,United-States,<=50K,0
39,Private,Bachelor's Degree,Married-civ-spouse,Sales,Husband,White,Male,55,United-States,>50K,1
53,Private,Less than Bachelor's,Married-spouse-absent,Machine-op-inspct,Not-in-family,White,Female,40,Columbia,<=50K,0
47,Private,Less than Bachelor's,Divorced,Exec-managerial,Not-in-family,Amer-Indian-Eskimo,Female,45,United-States,<=50K,0
49,Self-emp-inc,Bachelor's Degree,Divorced,Exec-managerial,Not-in-family,White,Male,60,United-States,<=50K,0
22,Private,Less than Bachelor's,Never-married,Handlers-cleaners,Own-child,Amer-Indian-Eskimo,Male,40,United-States,<=50K,0
31,Private,Less than Bachelor's,Never-married,Adm-clerical,Other-relative,White,Male,40,United-States,<=50K,0
44,Self-emp-inc,Less than Bachelor's,Divorced,Other-service,Unmarried,White,Male,80,United-States,<=50K,0
19,Private,Less than Bachelor's,Never-married,Prof-specialty,Own-child,White,Male,40,United-States,<=50K,0
37,Self-emp-not-inc,Less than Bachelor's,Divorced,Craft-repair,Not-in-family,White,Male,40,United-States,<=50K,0
23,Private,Less than Bachelor's,Never-married,Handlers-cleaners,Own-child,White,Male,25,United-States,<=50K,0
44,Private,Master's Degree,Married-civ-spouse,Prof-specialty,Husband,White,Male,65,United-States,>50K,1
54,Local-gov,Less than Bachelor's,Married-civ-spouse,Other-service,Wife,White,Female,35,United-States,<=50K,0
23,Private,Less than Bachelor's,Married-civ-spouse,Craft-repair,Husband,White,Male,38,United-States,<=50K,0
21,Private,Less than Bachelor's,Never-married,Other-service,Own-child,White,Female,10,United-States,<=50K,0
19,State-gov,Less than Bachelor's,Never-married,Prof-specialty,Own-child,White,Male,25,United-States,<=50K,0
51,Private,Bachelor's Degree,Married-civ-spouse,Craft-repair,Husband,White,Male,20,United-States,>50K,1
41,Private,Bachelor's Degree,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,>50K,1
61,Private,Less than Bachelor's,Married-civ-spouse,Tech-support,Husband,White,Male,18,United-States,>50K,1
19,Self-emp-not-inc,Less than Bachelor's,Married-spouse-absent,Adm-clerical,Unmarried,Amer-Indian-Eskimo,Female,40,United-States,<=50K,0
22,Private,Bachelor's Degree,Never-married,Sales,Own-child,White,Male,40,United-States,<=50K,0
22,Private,Less than Bachelor's,Never-married,Other-service,Not-in-family,White,Female,40,United-States,<=50K,0
49,Private,Less than Bachelor's,Married-civ-spouse,Prof-specialty,Husband,White,Male,32,United-States,<=50K,0
35,Private,Less than Bachelor's,Divorced,Machine-op-inspct,Not-in-family,White,Male,50,United-States,<=50K,0
38,Private,Less than Bachelor's,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,<=50K,0
29,Private,Less than Bachelor's,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,>50K,1
56,Private,Bachelor's Degree,Married-civ-spouse,Craft-repair,Husband,White,Male,45,United-States,>50K,1
41,Private,Less than Bachelor's,Divorced,Exec-managerial,Not-in-family,White,Female,80,United-States,<=50K,0
62,Self-emp-inc,Master's Degree,Married-civ-spouse,Sales,Husband,White,Male,45,United-States,>50K,1
27,Private,Less than Bachelor's,Never-married,Protective-serv,Own-child,White,Male,40,Japan,<=50K,0
25,Private,Less than Bachelor's,Never-married,Sales,Not-in-family,White,Male,42,United-States,<=50K,0
33,Private,Bachelor's Degree,Married-civ-spouse,Prof-specialty,Husband,White,Male,75,United-States,>50K,1
26,Private,Less than Bachelor's,Never-married,Adm-clerical,Not-in-family,White,Female,40,United-States,<=50K,0
43,Private,Less than Bachelor's,Divorced,Machine-op-inspct,Not-in-family,White,Male,45,United-States,<=50K,0
53,Federal-gov,Master's Degree,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States,>50K,1
43,Private,Bachelor's Degree,Divorced,Other-service,Not-in-family,White,Female,40,United-States,<=50K,0
